k[h/Mpc] GK(z=0.00) GK(z=0.46) GK(z=0.98) GK(z=1.89) GK(z=2.629)
1.17696969697 -0.0159383326299 0.355735432173 0.708184889991 0.9509664095 1.02538186905
1.19656565657 -0.0330501309835 0.337591961698 0.692914864785 0.941585464008 1.01968393427
1.21616161616 -0.0501619293371 0.319448491223 0.677644839579 0.932204518517 1.0139859995
1.23575757576 -0.0672737276908 0.301305020747 0.662374814373 0.922823573026 1.00828806472
1.25535353535 -0.0825392325046 0.282075411299 0.647743343163 0.913424105941 1.00073918246
1.27494949495 -0.0976247744121 0.262739933136 0.633174113427 0.904022833509 0.99300988367
1.29454545455 -0.11271031632 0.243404454972 0.618604883692 0.894621561078 0.985280584876
1.31414141414 -0.127795858227 0.224068976808 0.604035653956 0.885220288646 0.977551286082
1.33373737374 -0.144691063336 0.206822176405 0.589139248236 0.875416701659 0.97084548777
1.35333333333 -0.162389996816 0.190503023518 0.574097533365 0.865434434118 0.96459425823
1.37292929293 -0.180088930296 0.174183870632 0.559055818494 0.855452166578 0.958343028689
1.39252525253 -0.197787863776 0.157864717746 0.544014103624 0.845469899037 0.952091799149
1.41212121212 -0.214978655529 0.141673333685 0.529139193577 0.835410009727 0.945736501181
1.43171717172 -0.230029460545 0.126020034922 0.514966764927 0.825023224298 0.938942929711
1.45131313131 -0.24508026556 0.110366736159 0.500794336277 0.814636438869 0.932149358242
1.47090909091 -0.260131070576 0.0947134373953 0.486621907628 0.80424965344 0.925355786772
1.49050505051 -0.275181875591 0.0790601386321 0.472449478978 0.793862868011 0.918562215303
1.5101010101 -0.289612185075 0.0643804630261 0.457248799831 0.783483529935 0.911881093085
1.5296969697 -0.303074591746 0.0512195293675 0.440444166269 0.773115808887 0.905375378974
1.54929292929 -0.316536998417 0.0380585957089 0.423639532706 0.762748087839 0.898869664864
1.56888888889 -0.329999405089 0.0248976620503 0.406834899143 0.75238036679 0.892363950754
1.58848484848 -0.34346181176 0.0117367283917 0.39003026558 0.742012645742 0.885858236643
1.60808080808 -0.35628567925 -0.00198044423713 0.374047227912 0.731653413488 0.879286847553
1.62767676768 -0.367371401379 -0.0172117356787 0.360300627941 0.721317288285 0.872536686875
1.64727272727 -0.378457123508 -0.0324430271204 0.34655402797 0.710981163083 0.865786526198
1.66686868687 -0.389542845637 -0.047674318562 0.332807427998 0.70064503788 0.85903636552
1.68646464646 -0.400628567766 -0.0629056100036 0.319060828027 0.690308912678 0.852286204843
1.70606060606 -0.411714289895 -0.0781369014452 0.305314228056 0.679972787475 0.845536044165
1.72565656566 -0.420720549932 -0.0923356927889 0.291059643366 0.670539473207 0.838564056478
1.74525252525 -0.429221584899 -0.106283628426 0.276681638964 0.661325505431 0.831538173811
1.76484848485 -0.437722619866 -0.120231564062 0.262303634562 0.652111537655 0.824512291144
1.78444444444 -0.446223654833 -0.134179499699 0.247925630159 0.642897569879 0.817486408478
1.80404040404 -0.4547246898 -0.148127435336 0.233547625757 0.633683602103 0.810460525811
1.82363636364 -0.463225724767 -0.162075370973 0.219169621355 0.624469634327 0.803434643144
1.84323232323 -0.470712341758 -0.173296115642 0.206412371115 0.614244280015 0.797372764095
1.86282828283 -0.478173343371 -0.184447995179 0.193696047034 0.603993386872 0.791335227395
1.88242424242 -0.485634344984 -0.195599874717 0.180979722953 0.593742493729 0.785297690695
1.90202020202 -0.493095346598 -0.206751754254 0.168263398872 0.583491600586 0.779260153996
1.92161616162 -0.500556348211 -0.217903633791 0.155547074791 0.573240707443 0.773222617296
1.94121212121 -0.508017349824 -0.229055513328 0.14283075071 0.5629898143 0.767185080596
1.96080808081 -0.514908778283 -0.240952305565 0.130676737974 0.553453244998 0.761054888218
1.9804040404 -0.521617114734 -0.253088553544 0.118703482904 0.544146298504 0.75489491123
2.0 -0.528325451185 -0.265224801523 0.106730227834 0.534839352009 0.748734934242
